,APPID,ORG_CDE,CRS_CDE,DIV_CDE,INSTIT_DIV_CDE,CRS_TITLE,CRS_TITLE_2,SHORT_CRS_TITLE_1,SHORT_CRS_TITLE_2,DFLT_CREDIT_HRS,ACTIVE_INACTIVE_ST,FIXED_VAR_CREDIT,LOAD_CONTACT_HRS,CRS_REPEATABLE,GRADE_SCALE_CDE,HONORS_DESIGNATION,TUITION_CDE,REFUND_CDE,DTE_APPROVED,INACT_DISCONT_DTE,PREREQ_CDE,ADV_REQ_CDE,SCHOOL_CDE,IPEDS_CIP_CDE,MAX_ENROLL_DFLT,MIN_ENROLL_DFL,CATALOG_TEXT,ADD_TO_SPECIAL_GPA,CRS_CLOCK_HRS,FIXED_VAR_CLOCK,LECTURE_HRS,LECTURE_LAB_HRS,LAB_HRS,PROG_CATEGORY,CREDIT_TYPE_CDE,HRS_TOWARD_DEGRE,PUBLIC_REGISTRATION,CRS_CAPACITY_DFLT,CRS_AUTHORIZATION_REQ,MUST_PAY,LOC_CDE,MIN_CREDIT_HRS,MAX_CREDIT_HRS,FLEXIBLY_SCHEDULED_CRS,IPEDS_HOUR_TYPE,PESC_COURSE_CREDIT_BASIS_CDE,PESC_COURSE_LEVEL_CDE,VARIABLE_GRADE_TYPE,DISTANCE_EDUCATION,CATALOG_RECORD_FOR_LAB_REPEAT,LAB_REPEATABLE,HRS_TOWARD_DEGRE_LAB,CRS_STATE_TYPE,DEVELOPMENTAL_CRS,INTER_INSTITUTIONAL,DUAL_ENROLLMENT_ALLOWED,IN_DISTRICT,STATE_FUNDED,CIP_EXT,CRS_INSTRTN_METHOD,MIN_CLOCK_HRS,MAX_CLOCK_HRS,EXCLUDE_FROM_DROP_LIMIT,EXCLUDE_FROM_REPEAT_LIMIT,NUMBER_OF_WEEKS,LECTURE_CLOCK_HRS,LAB_CLOCK_HRS,SELF_PACED,DEV_PERFORMANCE_CRS,TIMES_MAY_BE_TAKEN,TIMES_MAY_BE_TAKEN_LAB,ATTENDANCE_CENSUS_DATE_EXCLUDED,ATTENDANCE_CHECKPOINT_EXCLUDED,ESOL_COURSE,GOID,IS_CBE_CATALOG,ALLOW_OPEN_ENTRY,ALLOW_OPEN_EXIT,MAX_DAY_DURATION,MAX_REGISTRATION_DAYS,GRADING_METHOD,CENSUS_METHOD,CENSUS_VALUE,LAST_WITHDRAWAL_VALUE,CampusComEligible,UDEF_1A_1,UDEF_1A_2,UDEF_1A_3,UDEF_1A_4,UDEF_1A_5,UDEF_2A_1,UDEF_2A_2,UDEF_2A_3,UDEF_3A_1,UDEF_3A_2,UDEF_3A_3,UDEF_5A_1,UDEF_5A_2,UDEF_5A_3,UDEF_DTE_1,UDEF_TXT,UDEF_DTE_2,UDEF_3_2_1,UDEF_3_2_2,UDEF_5_2_1,UDEF_5_2_2,UDEF_5_2_3,UDEF_5_2_4,UDEF_7_2_1,UDEF_7_2_2,UDEF_7_2_3,UDEF_7_2_4,UDEF_7_2_5,UDEF_7_2_6,UDEF_7_2_7,APPROWVERSION,USER_NAME,JOB_NAME,JOB_TIME
3828,3844,*LOCAL,PSY  260                      ,U ,SS,Cognitive Psychology               ,,Cognitive Psych,,1.0,A,F,0.0,Y,G1,,,,2021-03-01,,,PSY260  ,,,25,0,"Explores  current  theories,  research findings,  and  applications  in  the  areas  of  attention,  perception,  consciousness, knowledge  representation,  memory  processes,  language  comprehension and  production,  inductive  and  deductive reasoning,  evaluation  and  decision  making,  human  and  artificial intelligence,  problem  solving  and  creativity,  and  cross-cultural  cognition.  Prerequisite: Introductory Psychology (PSY-100).",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,25,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,3183703,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1e/',jupah,w_def_catalog,2022-04-04 15:21:46.827
3829,3845,*LOCAL,PSY  325L                     ,U ,SS,Health Psychology Lab              ,,Health PsychLab,,0.2,A,F,0.0,Y,G1,,,,2020-01-01,,,PSY325L ,,,18,0,"Explores  current  theories,  research findings,  and  laboratory  applications  related  to  the  bidirectional  relationship between  psychological  processes  (thoughts,  emotions,  and  behaviors) and  physical  health.  Topics  include  health promotion and  health behaviors,  disease  prevention,  stress  and  coping,  compliance  with medical  advice,  pain,  chronic illness,  and  psychological  mechanisms  of  health disparities.  Three  hours  of  lecture  and  three  hours  of  laboratory  per week.  Prerequisites:  Statistical  Methods  and  Data Analysis  (PSY-300).",Y,0.0,F,0.0,0.0,0.0,,CR,0.2,N,18,N,N,,0.2,0.2,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,3183859,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1e0',JChadima,w_def_catalog,2022-03-01 08:01:13.710
3830,3846,*LOCAL,BIO  104                      ,U ,NS,Biodiversity                       ,,Biodiversity   ,,1.0,A,F,0.0,Y,G1,,,,2021-12-01,,OC  ,BIO104  ,,,25,0,"Introduces students to the current state of terrestrial and aquatic biodiversity, the origin and extinction of species, the value of biodiversity, human effects on biodiversity, biodiversity hotspots, and policies and approaches to conserve biodiversity for the future.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,25,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,3183932,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00\x7f.\xfd\\',JChadima,w_def_catalog,2023-02-17 14:40:08.833
3831,3847,*LOCAL,ART  103                      ,U ,FA,Ceramic Sculpture                  ,,Ceramic Sculpt ,,1.0,A,F,0.0,Y,G1,,,,2022-02-17,,,ART103  ,,,14,0,"Provides instruction on the creation of hand-built ceramic sculptures. Projects will utilize
pinch, coil building, soft and stiff slab construction, and additive and subtractive
processes.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,14,N,N,,1.0,1.0,N,C,,FY,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,3185662,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00\x85\xd4[\xdd',JChadima,w_def_catalog,2023-04-17 11:05:03.467
3832,3848,*LOCAL,ART  150                      ,U ,FA,Time Based Media                   ,,Time Based Medi,,1.0,A,F,0.0,Y,G1,,,,2022-02-17,,,ART150  ,,,13,0,"Explores the aesthetic and experiential qualities of time. Course includes readings,
discussions, screenings of historical and contemporary works plus hands-on studio
projects using video, sound, performance, installation, and more. Includes
introductory-level instruction of digital cameras and Adobe Lightroom and Premiere Pro.
Through media production, students cultivate a range of technical skills plus a critical
understanding of media culture.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,13,N,N,,1.0,1.0,N,C,,FY,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,3185719,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1e3',JChadima,w_def_catalog,2022-03-01 16:11:45.740
3833,3849,*LOCAL,ART  328                      ,U ,FA,Art and Industry                   ,,Art & Industry ,,1.0,A,F,0.0,Y,G1,,,,2022-02-17,,,ART328  ,,,14,0,"Explores the relationship between art, mass production and the steady, habitual effort of making. Topics of inquiry include the
Arts and Crafts Movement, the birth of industry and technology, and how 20th and 21st-century artists have responded to the frenzy of mass production and consumerism. Artworks are created using varying methods of mass production such as mold making and surface decoration techniques as a way to explore repetitive modes of making.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,14,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,3186803,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1e4',JChadima,w_def_catalog,2022-03-11 10:51:11.780
3834,3850,*LOCAL,ART  363                      ,U ,FA,Graphic Design Studio              ,,Graphic Design ,,1.0,A,F,0.0,Y,G1,,,,2022-02-17,,,ART363  ,,,13,0,"Focuses on graphic design and the communication arts industry. Projects use traditional
and digital tools, materials, and procedures with a focus on finding creative visual
solutions to communication problems. Prerequisite: Digital Art (ART-145), or Workshop:
Digital Toolbox (WKS-204), or Workshop: Vector Graphics (WKS-213), or consent of
instructor.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,13,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,3186848,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1e5',JChadima,w_def_catalog,2022-03-02 11:51:48.097
3835,3851,*LOCAL,ART  202                      ,U ,FA,Focus Course: Portfolio Development,,Focus Course   ,,0.25,A,F,0.0,Y,G1,,,,2022-02-17,,,ART202  ,,,14,0,Prepares students for developing a portfolio that reflects the breadth and skills of their own artistic practice and production. An abbreviated course offered seven weeks of a term designed to prepare the student for a serious artistic practice. Prerequisite: two ART-courses (each 1.0 course credit) or consent of instructor. (0.25 course credit),Y,0.0,F,0.0,0.0,0.0,,CR,0.25,N,14,N,N,,0.25,0.25,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,0,0,N,N,N,3187246,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1e6',JChadima,w_def_catalog,2022-03-03 09:16:08.200
3836,3852,*LOCAL,ART  212                      ,U ,FA,Focus Course: Artist Websites      ,,Focus Course   ,,0.25,A,F,0.0,Y,G1,,,,2022-02-17,,,ART212  ,,,14,0,Guides students through best practices in the process of developing and maintaining a professional website. An abbreviated course offered seven weeks of a term designed to prepare the student for a serious artistic practice. Prerequisite: two ART-courses (each 1.0 course credit) or consent of instructor. (0.25 course credit),Y,0.0,F,0.0,0.0,0.0,,CR,0.25,N,14,N,N,,0.25,0.25,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,3187249,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1e7',JChadima,w_def_catalog,2022-03-03 09:35:37.507
3837,3853,*LOCAL,ART  330                      ,U ,FA,Methods of Teaching Art K-12       ,,M TeachArtK-12 ,,1.0,A,F,0.0,Y,G1,,,,2022-02-17,,,ART330  ,,,14,0,"Includes discussion, lecture, and studio work on campus, as well as experience in public school classes off-campus. Designed principally for prospective art teachers. This course does not satisfy the College’s general education fine arts core group requirement nor does it
satisfy major or minor requirements or prerequisites for Art or Art History. Prerequisite: art major or minor and admission to the Education Program.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,14,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,0,0,N,N,N,3187253,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1e8',JChadima,w_def_catalog,2022-03-03 09:56:22.620
3838,3854,*LOCAL,ART  331                      ,U ,FA,Open Studio                        ,,Open Studio    ,,1.0,A,F,0.0,Y,G1,,,,2022-02-17,,,ART331  ,,,14,0,Provides an opportunity for independent work in the studio with a midterm and final critique. P/NP basis only. May be taken more than once. This course does not satisfy any of the requirements for a major or minor in art. Prerequisite: ART-135 or consent of instructor,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,14,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,3187254,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1e9',JChadima,w_def_catalog,2022-03-03 10:00:17.340
3839,3855,*LOCAL,ART  352                      ,U ,FA,Mark Making                        ,,Mark Making    ,,1.0,A,F,0.0,Y,G1,,,,2022-02-17,,,ART352  ,,,14,0,"Offers instruction on materials and techniques that involve mark making. These may include painting and drawing on various surfaces or digital painting. Through guided projects and independent work, students explore the connections between form and expression, with the aim of developing a visual language that is uniquely their own. Prerequisite: any 100 - level Art-course.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,14,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,3187257,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1e:',JChadima,w_def_catalog,2022-03-03 10:02:59.217
3840,3856,*LOCAL,ART  361                      ,U ,FA,Documentary                        ,,Documentary    ,,1.0,A,F,0.0,Y,G1,,,,2022-02-17,,,ART361  ,,,14,0,"Explores theory and practice of documentary filmmaking through readings, research projects, screenings, and in-class discussions. Students produce studio projects ranging from short-form documentaries, podcasts, still photography portfolios, and more. Prerequisite: Art 145 Digital Studio, Art 1XX Time-Based Media, or with permission by instructor.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,14,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,3187262,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1e;',JChadima,w_def_catalog,2022-03-03 10:09:34.003
3841,3857,*LOCAL,ART  364                      ,U ,FA,The Human Form                     ,,The Human Form ,,1.0,A,F,0.0,Y,G1,,,,2022-02-17,,,ART364  ,,,14,0,"Focuses on the observation and interpretation of the human form. Working from life, students develop skills in capturing the gesture and form of the
body and use those skills to create interpretive and expressive artworks, principally using drawing materials, but also exploring with paint and other materials. Prerequisite: any 100 level ART - course.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,14,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,3187267,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1e<',JChadima,w_def_catalog,2022-03-03 10:12:56.083
3842,3858,*LOCAL,ART  373                      ,U ,FA,Screen Printing                    ,,Screen Printing,,1.0,A,F,0.0,Y,G1,,,,2022-02-17,,,ART373  ,,,14,0,"Utilizes silkscreen printing as a medium that can be integrated with photography, digital imagery, and three-dimensional objects. Course offers an
exploration of the formal elements of design with an emphasis on the use of color. Coursework includes studio production, lectures, demonstrations and critiques. Prerequisite: any 100 level ART-course.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,14,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,3187270,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1e=',JChadima,w_def_catalog,2022-03-03 10:23:48.180
3843,3859,*LOCAL,ART  371                      ,U ,FA,Typography and Design              ,,Typography     ,,1.0,A,F,0.0,Y,G1,,,,2022-02-17,,,ART371  ,,,14,0,"Investigates the history, theory and practice of letterforms and typography in graphics, advertising, design and visual communication. Projects address
principles of typography, letter structure, typeface selection, fundamentals of computer typesetting, and typographic layout. Prerequisite: Digital Art (ART-145), or Workshop:Digital Toolbox (WKS-204), or Workshop: Vector Graphics (WKS-213), or consent of instructor.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,14,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,3187272,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1e>',JChadima,w_def_catalog,2022-03-11 11:16:53.200
3844,3860,*LOCAL,ART  374                      ,U ,FA,Multiples in Printmaking           ,,Multiples Print,,1.0,A,F,0.0,Y,G1,,,,2022-02-17,,,ART374  ,,,14,0,"Utilizes intaglio and lithography as a medium to explore artistic vision, personal imagery and design. Using the process of intaglio, students investigate
the states of development of an image by printing multiple variations of the plate. Using the process of lithography, students learn how to create a limited edition of prints. Prerequisite: any 100-level studio ART-course.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,14,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,3187280,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1e?',JChadima,w_def_catalog,2022-03-03 10:26:17.177
3845,3861,*LOCAL,BIO  465                      ,U ,FA,Immunology                         ,,Immunology     ,,1.0,A,F,0.0,Y,G1,,,,2017-08-01,,,BIO465  ,,,8,0,"An  integrated  series  of  lectures  designed  to  familiarize  students  with  cellular,  molecular  and  biochemical  aspects  of  the development of  the  immune  system  and  the  immune  response,  including  B-and  T-cell function,  antibody  structure and  function,  complement,  and  major  histocompatibility  complex  formation,  with special  emphasis  on the  integration of  these  parts  during  the  response  to infectious  agents.  Special  topics  include  immunomodulation,  vaccination, autoimmunity,  and  neuro-immune  interactions.  The  laboratory  component  utilizes  existing  instrumentation in  the biology  department  and  cell  culture  to  explore  different  aspects  of  the  immune  system.  Three  lectures  and  one  three hour  laboratory  period  per  week.  Prerequisites:  General  Chemistry  II  (CHM  122/122L),  Genetics  (BIO-235),  and Integrated  Human Physiology  (BIO-375)  (or  concurrent  enrollment  in BIO-375).",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,8,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,3187400,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1e@',davooreg_2,w_def_catalog,2022-04-15 11:44:05.773
3846,3862,*LOCAL,ART  102                      ,U ,FA,Sculpture: Material Investigations ,,Sculpture:Mater,,1.0,A,F,0.0,Y,G1,,,,2022-02-17,,,ART102  ,,,0,0,Focuses on how material choices inform meaning. Students will use a variety of traditional and non-traditional materials to make sculptural art objects.,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,15,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,3192583,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1eA',JChadima,w_def_catalog,2022-03-09 08:24:38.493
3847,3863,*LOCAL,ARH  268                      ,U ,FA,History of Architecture            ,,HisArchitecture,,1.0,A,F,0.0,Y,G1,,,,2022-02-17,,,ARH268  ,,,0,0,"Investigates major monuments of architectural history from prehistory to the present day, with an emphasis on formal and conceptual concepts. Key figures, theories, innovations, and functions (both original and altered throughout time) are also discussed.
Prerequisite: Introduction to Art History (ARH 128) or consent of instructor.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,18,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,3197070,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1eB',JChadima,w_def_catalog,2022-03-24 11:58:58.593
3848,3864,*LOCAL,SPA  446                      ,U ,HU,Latin Am. & Spanish Short Stories  ,,LatinAmSpanStor,,1.0,A,F,0.0,Y,G1,,,,2021-07-30,,,SPA446  ,,,20,0,Focuses on the rich and varied literary production of the short story in Latin America and/or Spain. Readings may include a wide range of short narratives with an emphasis on those of the 20th and 21st century. Prerequisite: Introduction to Hispanic Literature (SPA-345) or Hispanic Life and Culture (SPA-336 / SPA-338).,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,20,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,3203302,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1eC',JChadima,w_def_catalog,2022-03-30 16:27:49.257
3849,3865,C4085 ,PSY100IB                      ,U ,SS,Intro to Psychology IB             ,,Intro Psych IB ,,1.0,A,F,0.0,Y,G1,,,,2022-04-11,,,PSY100IB,,,0,0,"Introduces students to the basic concepts, theories, and methods in the study of behavior and mental processes. Provides a basic understanding of psychology for interested students, who may take this as their only course in psychology, as well as for future majors.",Y,0.0,F,0.0,0.0,0.0,,PN,1.0,N,0,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,3211731,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1eD',JChadima,w_def_catalog,2022-04-11 16:24:04.873
3850,3866,C4085 ,EXP001IB                      ,U ,,Transfer Exploration Course        ,,TRF Exp. Course,,1.0,A,F,0.0,Y,G1,,,,2022-04-11,,,EXP001  ,,,0,0,,Y,0.0,F,0.0,0.0,0.0,,PN,1.0,N,0,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,3211733,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1eE',JChadima,w_def_catalog,2022-04-11 12:11:00.383
3851,3867,C4085 ,BIO145IB                      ,U ,NS,Cellular & Molecular Biology IB    ,,Cell & Molec IB,,1.0,A,F,0.0,Y,G1,,,,2022-04-11,,,BIO145IB,,,0,0,"Studies biology at the cellular and molecular level, including structure and function of cell components, metabolism and energy, and Mendelian genetics. Three lectures per week.",Y,0.0,F,0.0,0.0,0.0,,PN,1.0,N,0,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,3211855,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1eF',JChadima,w_def_catalog,2022-04-11 16:14:00.240
3852,3869,C1023 ,MTH135AP                      ,U ,,AP Calculus I AB                   ,,AP Calculus I  ,,1.0,A,F,0.0,Y,G1,,,,2022-04-22,,,MTH135AP,,,0,0,,Y,0.0,F,0.0,0.0,0.0,,PN,1.0,N,0,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,0,0,N,N,N,3212478,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1eG',JChadima,w_def_catalog,2022-04-13 13:35:49.903
3853,3871,C1023 ,MTH145AP                      ,U ,,AP Calculus II BC                  ,,AP Calculus II ,,2.0,A,F,0.0,Y,G1,,,,2022-04-22,,,MTH145AP,,,0,0,,Y,0.0,F,0.0,0.0,0.0,,PN,2.0,N,0,N,N,,2.0,2.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,0,0,N,N,N,3212482,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1eH',JChadima,w_def_catalog,2022-04-13 13:35:35.807
3854,3872,C1023 ,CHM121AP                      ,U ,,AP General Chemistry               ,,AP Gen Chem    ,,1.0,A,F,0.0,Y,G1,,,,2022-04-22,,,CHM121AP,,,0,0,,Y,0.0,F,0.0,0.0,0.0,,PN,1.0,N,0,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,0,0,N,N,N,3212484,False,False,False,0.0,0.0,U,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1eI',JChadima,w_def_catalog,2022-04-13 13:39:25.113
