,APPID,ORG_CDE,CRS_CDE,DIV_CDE,INSTIT_DIV_CDE,CRS_TITLE,CRS_TITLE_2,SHORT_CRS_TITLE_1,SHORT_CRS_TITLE_2,DFLT_CREDIT_HRS,ACTIVE_INACTIVE_ST,FIXED_VAR_CREDIT,LOAD_CONTACT_HRS,CRS_REPEATABLE,GRADE_SCALE_CDE,HONORS_DESIGNATION,TUITION_CDE,REFUND_CDE,DTE_APPROVED,INACT_DISCONT_DTE,PREREQ_CDE,ADV_REQ_CDE,SCHOOL_CDE,IPEDS_CIP_CDE,MAX_ENROLL_DFLT,MIN_ENROLL_DFL,CATALOG_TEXT,ADD_TO_SPECIAL_GPA,CRS_CLOCK_HRS,FIXED_VAR_CLOCK,LECTURE_HRS,LECTURE_LAB_HRS,LAB_HRS,PROG_CATEGORY,CREDIT_TYPE_CDE,HRS_TOWARD_DEGRE,PUBLIC_REGISTRATION,CRS_CAPACITY_DFLT,CRS_AUTHORIZATION_REQ,MUST_PAY,LOC_CDE,MIN_CREDIT_HRS,MAX_CREDIT_HRS,FLEXIBLY_SCHEDULED_CRS,IPEDS_HOUR_TYPE,PESC_COURSE_CREDIT_BASIS_CDE,PESC_COURSE_LEVEL_CDE,VARIABLE_GRADE_TYPE,DISTANCE_EDUCATION,CATALOG_RECORD_FOR_LAB_REPEAT,LAB_REPEATABLE,HRS_TOWARD_DEGRE_LAB,CRS_STATE_TYPE,DEVELOPMENTAL_CRS,INTER_INSTITUTIONAL,DUAL_ENROLLMENT_ALLOWED,IN_DISTRICT,STATE_FUNDED,CIP_EXT,CRS_INSTRTN_METHOD,MIN_CLOCK_HRS,MAX_CLOCK_HRS,EXCLUDE_FROM_DROP_LIMIT,EXCLUDE_FROM_REPEAT_LIMIT,NUMBER_OF_WEEKS,LECTURE_CLOCK_HRS,LAB_CLOCK_HRS,SELF_PACED,DEV_PERFORMANCE_CRS,TIMES_MAY_BE_TAKEN,TIMES_MAY_BE_TAKEN_LAB,ATTENDANCE_CENSUS_DATE_EXCLUDED,ATTENDANCE_CHECKPOINT_EXCLUDED,ESOL_COURSE,GOID,IS_CBE_CATALOG,ALLOW_OPEN_ENTRY,ALLOW_OPEN_EXIT,MAX_DAY_DURATION,MAX_REGISTRATION_DAYS,GRADING_METHOD,CENSUS_METHOD,CENSUS_VALUE,LAST_WITHDRAWAL_VALUE,CampusComEligible,UDEF_1A_1,UDEF_1A_2,UDEF_1A_3,UDEF_1A_4,UDEF_1A_5,UDEF_2A_1,UDEF_2A_2,UDEF_2A_3,UDEF_3A_1,UDEF_3A_2,UDEF_3A_3,UDEF_5A_1,UDEF_5A_2,UDEF_5A_3,UDEF_DTE_1,UDEF_TXT,UDEF_DTE_2,UDEF_3_2_1,UDEF_3_2_2,UDEF_5_2_1,UDEF_5_2_2,UDEF_5_2_3,UDEF_5_2_4,UDEF_7_2_1,UDEF_7_2_2,UDEF_7_2_3,UDEF_7_2_4,UDEF_7_2_5,UDEF_7_2_6,UDEF_7_2_7,APPROWVERSION,USER_NAME,JOB_NAME,JOB_TIME
1299,1300,*LOCAL,REL  336                      ,U ,,Tibetan Buddhist Cultrue           ,,TibetBudhistCul,,1.0,A,F,1.0,Y,G1,,,,2013-03-13,,,REL336  ,,,99,0,"Introduces students to the lived experience of Buddhists on the Tibetan plateau and in Nepal. THe course discusses the history of religion in Tibet, as well as the major doctrines of Tibetan Buddhism. Particular attention is also paid toTibetan religious culture and popular religious practices. Course materials include Tibetan literature, histories, biographies, and film, as well as anthropological studies of Tibetan societies.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,18,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1927999,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xc2',smassow,w_def_catalog,2017-10-27 09:50:52.090
1300,1301,*LOCAL,REL  338                      ,U ,,Modern Religious Thought           ,,Modern Rel Thot,,1.0,A,F,1.0,Y,G1,,,,,,,REL338  ,   ,,99,0,"A survey of the religious thinkers and themes of the 20th century. Various religious outlooks, ranging from conservative to radical, are explored, as are alternative conceptions of God, religion, and salvation. Prerequisite: one course in religion or consent of instructor.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928000,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xc3',KPALMER,w_def_catalog,2015-03-30 11:52:09.710
1301,1302,*LOCAL,REL  345                      ,U ,,Psych & Religion                   ,,Psych & Relig  ,,1.0,I,F,1.0,Y,G1,,,,,,,REL345  ,   ,,0,0,"A study of several psychological interpretations of religion, such as those of William James, Sigmund Freud, and Carl Jung. Prerequisite: one course in either psychology or religion, or consent of instructor.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928001,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xc4',KWEAVER,w_def_catalog,2010-01-04 11:29:00.000
1302,1303,*LOCAL,REL  355                      ,U ,,Jesus of Nazareth                  ,,Jesus of Nazrth,,1.0,I,F,1.0,Y,G1,,,,,,,REL355  ,   ,,0,0,"An investigation of the accessible historical facts about Jesus, based chiefly on the gospels of Matthew, Mark, and Luke. All major aspects of his career and teaching are examined, as well as early Christian views on his death and resurrection. Prerequisite: either Introduction to Hebrew Bible (REL-105) or Introduction to New Testament (REL-115) or consent of instructor.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928002,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xc5',KWEAVER,w_def_catalog,2010-01-04 11:30:00.000
1303,1304,*LOCAL,REL  365                      ,U ,,The Letter of Paul                 ,,Letters of Paul,,1.0,A,F,1.0,Y,G1,,,,,,,REL365  ,   ,,99,0,An examination of the 13 letters attributed to Paul of Tarsus in the New Testament as well as biblical and extra-biblical sources for the life of this crucial figure who spread Christianity around the Roman Empire.  Prerequisite: Introduction to Hebrew Bible (REL-105) or Introduction to New Testament (REL-115) or consent of instructor.,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928003,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xc6',KPALMER,w_def_catalog,2015-03-30 11:51:06.833
1304,1305,*LOCAL,REL  375                      ,U ,,Gospel of John                     ,,Gospel of John ,,1.0,I,F,1.0,Y,G1,,,,,,,REL375  ,   ,,0,0,,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928004,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xc7',KWEAVER,w_def_catalog,2010-01-04 11:30:00.000
1305,1306,*LOCAL,REL  385                      ,U ,,Advanced Topics in Religion        ,,Adv Top Relig  ,,1.0,A,F,1.0,Y,G1,,,,,,,REL385  ,   ,,99,0,Seminar examining a selected topic in religious studies. Content varies from year to year. May be taken for credit more than once. Prerequisite: one course in religion or consent of instructor.,Y,0.0,F,0.0,0.0,0.0,,CR,4.0,N,18,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,4,0,N,N,N,1928005,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xc8',jupah,w_def_catalog,2021-11-08 08:40:06.077
1306,1307,*LOCAL,REL  395                      ,U ,,Topics in Relig                    ,,Topics in Relig,,1.0,I,F,1.0,Y,G1,,,,,,,REL395  ,   ,,0,0,"Seminar examining a selected topic in religious studies. The content of the course varies from year to year, and it may be taken for credit more than once. Prerequisite: one course in religion or consent of instructor.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928006,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xc9',KWEAVER,w_def_catalog,2010-01-04 11:30:00.000
1307,1308,*LOCAL,REL  396                      ,U ,,Advanced Topics in Religion NWP    ,,AdvTopRel NWP  ,,1.0,A,F,1.0,Y,G1,,,,,,,REL396  ,,,99,0,"Same as Advanced Topics in Religion REL 395 except course focuses on topics related to non-western cultures. Content varies from year to year. May be taken for credit more than once.
Prerequisite: one course in religion or consent of the instructor.",Y,0.0,F,0.0,0.0,0.0,,CR,2.0,N,18,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928007,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xca',KPIERSON,w_def_catalog,2012-07-28 19:41:00.000
1308,1309,*LOCAL,REL  715                      ,U ,,Topics in Relig                    ,,Topics in Relig,,1.0,I,F,1.0,Y,G1,,,,,,,REL715  ,   ,,0,0,,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928008,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xcb',KWEAVER,w_def_catalog,2010-01-04 11:30:00.000
1309,1310,*LOCAL,REL  805                      ,U ,,Summer Research                    ,,Summer Research,,1.0,I,F,1.0,Y,G1,,,,,,,REL805  ,   ,,0,0,,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928009,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xcc',KWEAVER,w_def_catalog,2010-01-04 11:31:00.000
1310,1311,*LOCAL,REL  815                      ,U ,,Ind Study-Relig                    ,,Ind Study-Relig,,1.0,A,F,1.0,Y,G1,,,,,,,REL444  ,   ,,99,0,,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928010,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xcd',MBAEHR,of_rename_adv_req_code,2018-01-14 13:10:19.417
1311,1312,*LOCAL,REL  825                      ,U ,,Ind Study-Relig                    ,,Ind Study-Relig,,1.0,A,F,1.0,Y,G1,,,,,,,REL825  ,   ,,99,0,,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928011,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xce',KWEAVER,w_def_catalog,2010-01-04 11:31:00.000
1312,1313,*LOCAL,REL  835                      ,U ,,Ind Study-Relig                    ,,Ind Study-Relig,,1.0,A,F,1.0,Y,G1,,,,,,,REL835  ,   ,,99,0,,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928012,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xcf',KWEAVER,w_def_catalog,2010-01-04 11:31:00.000
1313,1314,*LOCAL,REL  845                      ,U ,,Directed Readings in Religion      ,,Drtd Rdgs-Relig,,1.0,A,F,1.0,Y,G1,,,,,,,REL394  ,   ,,99,0,A course of directed readings designed by the student and instructor to fit the individual student’s particular interests and educational needs. Prerequisite: consent of instructor.,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928013,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xd0',MBAEHR,of_rename_adv_req_code,2018-01-14 13:11:00.327
1314,1315,*LOCAL,REL  895                      ,U ,,Internship in Religion             ,,Rel Internship ,,4.0,A,V,4.0,Y,G1,,,,,,,REL494  ,   ,,99,0,"An experiential course in religious ministry (e.g. hospital or college chaplaincy, parish ministry, etc.), under the direction of a faculty member of the department.  A minimum of 140 hours on-site experience is required. S/U basis only. This course does not satisfy any of the requirements for a major in religion. Prerequisite: declared major in Religion, junior standing,a nd consent of department chair.",Y,0.0,F,0.0,0.0,0.0,,SU,4.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928014,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xd1',MBAEHR,of_rename_adv_req_code,2018-01-14 13:11:37.457
1315,1316,*LOCAL,REL  905                      ,U ,,Buddhism                           ,,Buddhism       ,,1.0,I,F,1.0,Y,G1,,,,,,,REL905  ,   ,,0,0,,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928015,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xd2',KWEAVER,w_def_catalog,2010-01-04 11:31:00.000
1316,1317,*LOCAL,RES  015                      ,U ,,Team Research                      ,,Team Research  ,,1.0,I,F,1.0,Y,G1,,,,,,,RES015  ,   ,,0,0,,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928016,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xd3',KWEAVER,w_def_catalog,2010-01-04 11:32:00.000
1317,1318,*LOCAL,RES  205                      ,U ,,Summer Research                    ,,Summer Research,,1.0,I,F,1.0,Y,G1,,,,,,,RES205  ,   ,,0,0,,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928017,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xd4',KWEAVER,w_def_catalog,2010-01-04 11:32:00.000
1318,1319,*LOCAL,RES  705                      ,U ,,Wilderness Field Sta               ,,Wildrns Fld Sta,,1.0,I,F,1.0,Y,G1,,,,,,,RES705  ,   ,,0,0,,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928018,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xd5',KWEAVER,w_def_catalog,2010-01-04 11:32:00.000
1319,1320,*LOCAL,RES  805                      ,U ,,Summer Research                    ,,Summer Research,,1.0,I,F,1.0,Y,G1,,,,,,,RES805  ,   ,,0,0,,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928019,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xd6',KWEAVER,w_def_catalog,2010-01-04 11:32:00.000
1320,1321,*LOCAL,RES  806                      ,U ,,Wilderness Field Sta               ,,Wildrns Fld Sta,,1.0,I,F,1.0,Y,G1,,,,,,,RES806  ,   ,,0,0,,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928020,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xd7',KWEAVER,w_def_catalog,2010-01-04 11:32:00.000
1321,1322,*LOCAL,RHE  013                      ,U ,,Directed Summer Reading            ,,Drtd Summer Rdg,,0.3,A,F,0.3,Y,G1,,,,,,,RHE100  ,   ,,99,0,"Provides incoming students an opportunity to practice the academic reading and writing skills necessary for successful college work. Students read three books, prepare written responses to each book, and discuss the assignments with a faculty member during a conference in the first four weeks of the Fall Term. S/U basis only. (0.3 course credit)",Y,0.0,F,0.0,0.0,0.0,,CR,0.3,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928021,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xd8',MBAEHR,of_rename_adv_req_code,2018-01-21 11:26:20.957
1322,1323,*LOCAL,RHE  105                      ,U ,,Reading/Writing Workshop-Wrtg Emphs,,Rdg/Wrtg Wkshp ,,1.0,A,F,1.0,Y,G1,,,,,,,RHE105  ,   ,,99,0,Provides practical instruction in expository writing; assignments stress the use of writing to improve skills in critical reading and thinking. NOTE:  Offered to ESL students only.,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,1.0,2.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928022,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xd9',jupah,w_def_catalog,2019-10-02 08:53:20.793
1323,1324,*LOCAL,RHE  117                      ,U ,,Contested Terrain                  ,"Politics,Chem, & Rhetoric/Midwest  ",CntstedTerrain ,,1.0,A,F,0.0,Y,G1,,,,,,,RHE117  ,,,0,0,"Examines the symbolic constructions, political contestations, and chemical composition of the Midwest through a series of environmental case studies. Travel to sites in NE Iowa, Colorado Springs, and the Coe Wilderness Field Station is planned. Debates around the use of fracking raise questions about environmental and aesthetic concerns in Iowa and Colorado. Land usage issues spark controversies in Colorado, and in Minnesota; preservation and environmental interests increasingly clash with proponents of sulfide mining. Through a combination of fieldwork, reading, and discussion students gain an enhanced appreciation of how we build and understand the environment of the Midwest.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,15,N,N,,1.0,1.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928023,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xda',KPIERSON,w_def_catalog,2014-05-20 09:19:31.060
1324,1325,*LOCAL,RHE  125                      ,U ,,Fund Public Speaking               ,,Fund Public Spk,,1.0,I,F,1.0,Y,G1,,,,,,,COM125  ,   ,,99,0,"Explores the basic processes of speech making: audience analysis and adaptation, idea and organizational development, use of effective supporting material and reasoning, and presentation. Critical thinking and listening skills developed by analysis of public speeches. Speaking and writing skills developed through introductory, informative, persuasive, and ceremonial speeches.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928024,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xdb',SMASSOW,w_def_catalog,2016-07-20 15:38:56.667
1325,1326,*LOCAL,RHE  135                      ,U ,,Writer's Colony                    ,,Wrtr Wkshp     ,,1.0,A,F,1.0,Y,G1,,,,2018-01-29,,,RHE135  ,   ,,99,0,An intensive writing workshop taught off campus; students engage in individual and collaborative writing projects. (Offered May Term only),Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,20,N,N,COE  ,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928025,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xdc',jupah,w_def_catalog,2018-01-29 09:45:59.843
1326,1327,*LOCAL,RHE  137                      ,U ,HU,Creative Nonfiction U.S.-Pluralism ,,Nonfic USPlural,,1.0,A,F,1.0,Y,G1,,,,,,,RHE137  ,   ,,99,0,"Introduces the field of creative nonfiction and examines how authors have portrayed and interpreted U.S.-based economic, ethnic, racial, social, political, and cultural tensions through a diverse blend of nonfiction genres. Students compose their own texts in creative nonfiction genres such as journals, essays, short memoirs, literary journalism, and personal narratives.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,18,N,N,,0.0,0.0,N,C,,FY,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928026,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00\x86\xbay\x07',JChadima,w_def_catalog,2023-05-03 10:13:48.050
1327,1328,*LOCAL,RHE  145                      ,U ,,now 146                            ,,now 146        ,,1.0,I,F,1.0,Y,G1,,,,,,,RHE146  ,   ,,0,0,"Focuses on culture(s) in Africa or Asia. Readings may include fiction and non-fiction texts, poetry, travel literature, films, and other appropriate cultural documents.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928027,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xde',KWEAVER,w_def_catalog,2010-01-04 11:46:00.000
1328,1329,*LOCAL,RHE  146                      ,U ,HU,Creative Nonfiction:Global Perspect,,Nonfict:Global ,,1.0,A,F,1.0,Y,G1,,,,,,,RHE146  ,   ,,99,0,Introduces students to the field of creative nonfiction and the use of personal narrative to explore and represent social and cultural issues. Course readings center international writers. Writing assignments encourage students to examine their own personal and cultural experiences.,Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,FY,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928028,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00\x85\x90\xca\xcd',JChadima,w_def_catalog,2023-04-13 10:32:02.097
1329,1330,*LOCAL,RHE  155                      ,U ,,now 157                            ,,now 157        ,,1.0,I,F,1.0,Y,G1,,,,,,,COM157  ,   ,,0,0,"Introduction to important issues in the media and mass communication in the United States. Focuses on the theory, research, and practical applications of writing for a variety of media. Students write, revise, and submit documents suitable for print and non-print publications.",Y,0.0,F,0.0,0.0,0.0,,CR,1.0,N,0,N,N,,0.0,0.0,N,C,,,N,N,N,N,0.0,,N,N,N,Y,N,,,,,N,N,0,0.0,0.0,N,N,2,0,N,N,N,1928029,False,False,False,,,N,D,0,0,False,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'\x00\x00\x00\x00nt\x1b\xe0',JCLAPP,of_rename_adv_req_code,2016-07-18 11:42:06.470
